Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2016,6,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - Sit-down dining; Fair, festival, other temp or mobile services; Camp; Other",14,5,14,0,14,"beef(fresly killed cow), raw and/or undercooked; ground beef, hamburger",beef; beef,Beef,,,,,
2016,8,Florida,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2016,8,Minnesota,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2016,7,Maryland,Food,,,,Restaurant - Sit-down dining,5,0,5,0,5,chicken nachos,,Multiple,,,,,
2016,8,Minnesota,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,chicken taco salad; quesadillas,,Multiple,,,,,
2016,8,Minnesota,Food,Vibrio cholerae,O1,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,"shrimp, ceviche",shrimp,Crustaceans,,,,,
2016,7,Florida,Food,Salmonella other,,Confirmed,Restaurant - Sit-down dining,12,2,12,0,12,chicken,,Chicken,,,,,
2016,7,Rhode Island,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,"tartar sauce, unspecified; lemon, unspecified",,Multiple,,,,,
2016,5,Utah,Food,Norovirus,,Suspected,Banquet Facility (food prepared and served on-site),35,0,0,0,35,,,,,,,,
2016,8,Wisconsin,Food,Clostridium perfringens,,Suspected,Private home/residence,17,0,17,0,17,roast beef,roast beef,Beef,,,,,
2016,8,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,2,0,2,"seabass, unspecified","fish, seabass",Fish,,,,,
2016,8,Missouri,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,19,2,19,0,19,mayonnaise made with raw eggs; meringue,egg; egg,Eggs,,,,,
2016,8,Ohio,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,,,,,,,,
2016,8,Ohio,Food,Salmonella enterica,Hartford,Confirmed,Private home/residence,8,0,5,0,5,,,,,,,,
2016,9,Ohio,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2016,8,Ohio,Food,,,,Restaurant - Sit-down dining,2,1,2,0,2,,,,,,,,
2016,9,Ohio,Food,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2016,3,Michigan,Food,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",other; unknown,Confirmed; Confirmed,Restaurant - Sit-down dining,7,1,7,0,7,"sandwich, ham/cheese; cheese, unspecified, unpasteurized; hamburger","other cheese, unpasteurized; multiple cheeses, unpasteurized; cheddar cheese, unpasteurized",Dairy,,,,,
2016,5,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,2,0,2,0,2,,,,,,,,
2016,8,Iowa,Food,Salmonella enterica,Javiana,Confirmed,,17,2,17,0,17,,,,,,,,
2016,8,Minnesota,Food,Salmonella enterica,Infantis,Confirmed,Restaurant - Sit-down dining,5,1,5,0,5,,,,,,,,
2016,7,Kansas,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2016,8,Missouri,Food,Salmonella enterica,Muenchen,Confirmed,Restaurant - Sit-down dining; Restaurant - Buffet,4,0,4,0,4,,,,,,,,
2016,8,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,4,0,4,0,4,eel,eel,Fish,,,,,
2016,2,Alabama,Food,Norovirus Genogroup I,,Confirmed,Private home/residence; School/college/university,47,0,47,0,47,,,,,,,,
2016,4,California,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Grocery store",5,0,5,0,5,,,,,,,,
2016,5,California,Food,Other - Bacterium,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,,,,,,,,
2016,6,California,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,4,0,4,,,,,,,,
2016,6,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2015,12,California,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,4,0,4,,,,,,,,
2015,9,California,Food,Salmonella enterica,Pomona,Confirmed,Private home/residence,9,2,8,0,8,"soup, chicken",,Multiple,,,,,
2015,7,California,Food,,,,Caterer (food prepared off-site from where served),32,0,32,0,32,,,,,,,,
2015,2,California,Food,Norovirus unknown,,Suspected,Caterer (food prepared off-site from where served),42,0,42,0,42,,,,,,,,
2016,6,California,Food,,,,Restaurant - other or unknown type,3,0,3,0,3,,,,,,,,
2016,5,California,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",17,0,17,0,17,,,,,,,,
2016,4,California,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,1,2,0,2,,,,,,,,
2016,5,California,Food,Norovirus unknown; Norovirus Genogroup II; Norovirus Genogroup II,GII.4 Sydney; unknown,Confirmed; Confirmed; Confirmed,Grocery store,8,0,8,0,8,,,,,,,,
2016,5,California,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2016,5,California,Food,Bacillus cereus,,Suspected,Caterer (food prepared off-site from where served),147,0,147,0,147,bean dip,black beans,Grains-Beans,,,,,
2016,6,Multistate,Food,Salmonella enterica,Saintpaul,Confirmed,,10,3,10,0,10,cucumber,,Seeded Vegetables,,,,,
2016,9,Tennessee,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,18,0,18,0,18,,,,,,,,
2016,7,New York,Food,,,,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2016,8,New York,Food,Ciguatoxin,,Confirmed,Grocery store,2,0,0,0,0,barracuda,"fish, baracuda",Fish,,,,,
2016,8,New York,Food,Campylobacter jejuni,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,"chicken, liver mousse","liver, chicken",Chicken,,,,,
2016,7,New York,Food,,,,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2016,7,New York,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,25,0,0,0,25,,,,,,,,
2016,9,New York,Food,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),30,0,29,0,29,,,,,,,,
2016,8,Texas,Food,,,,Restaurant - Buffet,10,0,10,0,10,,,,,,,,
2016,8,Georgia,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,4,2,4,0,4,,,,,,,,
2016,1,Georgia,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - Sit-down dining,9,0,9,0,9,,,,,,,,
2016,3,Idaho,Food,Brucella,,Confirmed,Private home/residence,3,3,3,0,3,goat cheese,,Dairy,,,,,
2016,9,Minnesota,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Banquet Facility (food prepared and served on-site),33,0,33,0,33,,,,,,,,
2016,8,Washington,Food,Vibrio parahaemolyticus,,Suspected,Private home/residence,2,0,,0,,"oysters, raw","oysters, raw",Mollusks,,,,,
2016,9,Oregon,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.4 untypeable; GII.4 untypeable,Confirmed; Confirmed,Banquet Facility (food prepared and served on-site),26,,24,0,24,strawberries; cantaloupe; honeydew melon,cantaloupe; honeydew melon,Fruits,,,,,
2016,8,Alaska,Food,Trichinella,,Confirmed,Private home/residence,5,1,5,0,5,"walrus, unspecified",,Other Aquatic Animals,,,,,
2016,9,Ohio,Food,Norovirus Genogroup II,other,Confirmed,Restaurant - Sit-down dining,4,0,2,0,2,,,,,,,,
2016,7,South Carolina,Food,Vibrio cholerae,unknown,Confirmed,Restaurant - Sit-down dining,2,1,2,1,2,oysters,"oysters; oysters, raw",Mollusks,,,,,
2016,6,Georgia,Food,Norovirus unknown,,Suspected,Caterer (food prepared off-site from where served),10,0,10,0,10,"sandwich, turkey",,Multiple,,,,,
2016,9,Tennessee,Food,Salmonella enterica,Typhimurium,Confirmed,"Fair, festival, other temp or mobile services",74,18,74,0,74,white beans with ham,,Multiple,,,,,
2016,8,Tennessee,Food,Salmonella enterica,Newport,Confirmed,Private home/residence; Grocery store; Religious facility,6,0,6,0,6,,,,,,,,
2016,4,Georgia,Food,,,,Restaurant - Sit-down dining,12,0,12,0,12,,,,,,,,
2016,9,Missouri,Food,Clostridium perfringens,,Confirmed,Unknown,38,0,38,0,38,,,,,,,,
2016,9,Florida,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,1,3,0,3,spinach dip with tortilla chips,cheese; spinach; chips; salsa,Multiple,,,,,
2016,8,Florida,Food,Norovirus Genogroup II,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",19,0,19,0,19,parfait,berries; grains; yogurt,Multiple,,,,,
2016,9,Ohio,Food,Mycotoxins,,Confirmed,Private home/residence,7,0,7,0,7,"mushrooms, sauteed",mushrooms,Fungi,,,,,
2016,9,Iowa,Food,Salmonella enterica,Infantis,Confirmed,Restaurant - Sit-down dining,2,2,2,0,2,,,,,,,,
2015,12,Multistate,Food,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O121; O26:NM,Confirmed; Confirmed,,56,16,49,0,47,flour,,Grains-Beans,,,,,
2016,9,Hawaii,Food,,,,Restaurant - Sit-down dining,10,0,10,0,10,guacamole,,Multiple,,,,,
2016,9,Connecticut,Food,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,19,0,19,0,19,beef caldereta,,Multiple,,,,,
2016,8,Connecticut,Food,Salmonella enterica,Thompson,Confirmed,Restaurant - Sit-down dining,6,1,6,0,6,,,,,,,,
2016,9,Ohio,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,8,0,8,0,8,,,,,,,,
2016,9,Ohio,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2016,9,Hawaii,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Private home/residence,4,0,4,0,4,,,,,,,,
2016,9,Hawaii,Food,,,,Caterer (food prepared off-site from where served),7,0,7,0,7,,,,,,,,
2016,9,Ohio,Food,Norovirus Genogroup I,GI.7,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,"pickles, deep fried",,Multiple,,,,,
2016,9,Oregon,Food,Rotavirus; Sapovirus; Norovirus,,Suspected; Confirmed; Suspected,Banquet Facility (food prepared and served on-site); Restaurant - Buffet,14,1,13,0,13,,,,,,,,
2016,8,Alaska,Food,Clostridium botulinum,,Suspected,Private home/residence,3,2,3,0,3,"seal, blubber",,Other Aquatic Animals,,,,,
2016,9,Colorado,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2016,9,New York,Food,Bacillus cereus; Staphylococcus other,,Confirmed; Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",179,0,169,0,169,"refried beans, unspecified",beans,Grains-Beans,,,,,
2016,10,Virginia,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.7; unknown,Suspected; Confirmed,Restaurant - Sit-down dining,11,1,11,0,11,,,,,,,,
2016,4,Multistate,Food,Salmonella enterica,Braenderup,Confirmed,Restaurant - other or unknown type,32,6,25,0,23,mung bean sprouts,,Sprouts,,,,,
2016,10,New York,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2016,3,Multistate,Food,Salmonella enterica,Oslo,Confirmed,,14,3,13,0,14,"cucumbers (english, mini, and persian)",,Seeded Vegetables,,,,,
2016,7,Wisconsin,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Restaurant - other or unknown type,6,3,6,0,6,pork,,Pork,,,,,
2016,10,Wisconsin,Food,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Restaurant - Sit-down dining,8,0,8,0,8,sushi,,Multiple,,,,,
2016,6,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,,11,7,10,0,10,ground beef,,Beef,,,,,
2016,8,New Mexico,Food,Cryptosporidium; Cryptosporidium,,Confirmed; Suspected,Farm/dairy,6,0,6,0,6,"whole milk, unpasteurized",,Dairy,,,,,
2016,10,Ohio,Food,Norovirus,,Suspected,Grocery store,2,0,2,0,2,ham; colby/longhorn cheese,,Multiple,,,,,
2016,9,Florida,Food,Ciguatoxin,,Confirmed,Restaurant - Sit-down dining; Grocery store,6,1,6,0,6,"fish, amberjack",,Fish,,,,,
2016,8,Pennsylvania,Food,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,2,0,2,0,2,,,,,,,,
2016,10,Massachusetts,Food,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Banquet Facility (food prepared and served on-site),87,2,87,0,87,"oysters, raw",,Mollusks,,,,,
2015,12,Multistate,Food,Salmonella enterica; Salmonella enterica; Salmonella enterica,Muenchen; Cubana; Kentucky,Confirmed; Confirmed; Confirmed,Restaurant - Sit-down dining; Restaurant - other or unknown type; Private home/residence,32,10,31,1,31,alfalfa seeds,alfalfa sprouts; alfalfa sprout seeds,Sprouts,,,,,
2016,10,Ohio,Food,,,,Grocery store,2,0,2,0,2,"orange juice, pasteurized",,Fruits,,,,,
2016,5,Multistate,Food,Salmonella enterica,Anatum,Confirmed,Restaurant - other or unknown type; Other,32,8,25,0,25,"peppers, hot",,Seeded Vegetables,,,,,
2016,6,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",11,4,11,0,11,"iceberg lettuce, unspecified",,Vegetable Row Crops,,,,,
2016,4,Multistate,Food,Salmonella enterica,Bareilly,Confirmed,,21,3,16,0,15,,,,,,,,
2016,5,Multistate,Food,Salmonella enterica; Salmonella enterica,Reading; Abony,Confirmed; Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",36,7,34,0,34,alfalfa sprouts,,Sprouts,,,,,
2016,10,Florida,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,"taco, chicken",chicken,Chicken,,,,,
2016,9,North Carolina,Food,Norovirus,,Confirmed,Caterer (food prepared off-site from where served),21,0,21,0,21,,,,,,,,
2016,9,New Hampshire,Food,Salmonella enterica,Newport,Confirmed,Camp; Other,20,4,19,0,20,smoked whole hog,,Pork,,,,,
2016,10,Iowa,Food,Clostridium perfringens,,Suspected,Banquet Facility (food prepared and served on-site),19,0,19,0,19,pulled pork,,Pork,,,,,
2016,8,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Fair, festival, other temp or mobile services",5,3,5,0,5,hoagies,"peppers, yellow; steak",Multiple,,,,,
2016,9,West Virginia,Food,Salmonella enterica,Newport,Confirmed,Private home/residence,10,1,10,0,10,desserts,"fruit, unspecified",Fruits,,,,,
2016,8,Michigan,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2016,6,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",28,7,19,0,8,salad mix,,Multiple,,,,,
2016,10,Virginia,Food,,,,Private home/residence,15,1,15,0,15,vegetable fried rice,,Multiple,,,,,
2015,10,New York,Food,Listeria monocytogenes,,Confirmed,Private home/residence,2,1,2,1,2,"american cheese, pasteurized","cheese, pasteurized",Dairy,,,,,
2016,10,North Carolina,Food,Norovirus,,Confirmed,Caterer (food prepared off-site from where served),19,0,19,0,19,,,,,,,,
2016,4,Arizona,Food,,,,Restaurant - Sit-down dining,14,0,14,0,14,,,,,,,,
2016,10,Alaska,Food,Clostridium perfringens,,Confirmed,Private home/residence,28,0,28,0,28,egg salad,,Multiple,,,,,
2016,8,Kansas,Food,,,,Caterer (food prepared off-site from where served),16,0,0,0,0,,,,,,,,
2016,9,Kansas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Fair, festival, other temp or mobile services; Farm/dairy",56,10,56,0,56,"apple cider, unspecified","apple cider, unpasteurized",Fruits,,,,,
2016,9,Kansas,Food,Salmonella enterica,Newport,Confirmed,"Fair, festival, other temp or mobile services",10,1,10,0,10,"burrito, bean; burrito, pork",lettuce; tomato; wraps/tortillas; lettuce; tomato; wraps/tortillas,Multiple,,,,,
2016,10,Kansas,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,2,0,2,,,,,,,,
2016,9,Kansas,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2016,9,Wisconsin,Food,Salmonella enterica,Muenchen,Confirmed,Restaurant - other or unknown type,3,1,3,0,3,"beef, brisket",,Beef,,,,,
2016,10,Wisconsin,Food,Clostridium perfringens,,Confirmed,Private home/residence,20,0,20,0,20,ground beef,ground beef,Beef,,,,,
2015,8,Vermont,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,12,0,12,0,12,"ground beef, hamburger",,Beef,,,,,
2015,11,Vermont,Food,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,3,0,3,0,3,"chicken, liver mousse","liver, chicken",Chicken,,,,,
2016,10,Connecticut,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - Sit-down dining; Fair, festival, other temp or mobile services",5,2,5,0,5,hummus wrap; falafel wrap,,Multiple,,,,,
2016,9,Connecticut,Food,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining,6,3,6,0,6,,,,,,,,
2016,1,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,"fish, raw fish",,Fish,,,,,
2016,3,California,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Caterer (food prepared off-site from where served),6,0,6,0,6,"taco, unspecified",pork,Pork,,,,,
2016,3,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2016,4,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,8,0,8,0,8,,,,,,,,
2015,8,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2015,12,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,9,0,9,0,9,,,,,,,,
2015,12,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,pizza,,Multiple,,,,,
2016,7,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2016,8,California,Food,Other - Bacterium,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,"sushi, unspecified; sushi, unspecified",,Multiple,,,,,
2016,9,California,Food,Other - Bacterium,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2016,9,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2016,5,California,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2016,5,California,Food,,,,Restaurant - Sit-down dining,3,0,2,0,2,,,,,,,,
2015,12,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,lettuce,,Vegetable Row Crops,,,,,
2016,4,California,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Caterer (food prepared off-site from where served)",5,0,5,0,5,pico de gallo,,Multiple,,,,,
2016,1,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,7,0,7,0,7,,,,,,,,
2015,3,California,Food,Campylobacter jejuni; Norovirus unknown,,Suspected; Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Other",19,0,16,0,16,oysters,oysters,Mollusks,,,,,
2016,10,Connecticut,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,9,0,9,0,9,,,,,,,,
2016,5,Multistate,Food,Hepatitis A,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",137,57,137,0,137,smoothie,strawberries,Fruits,,,,,
2016,10,Minnesota,Food,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Restaurant - Sit-down dining,23,0,23,0,23,hamburger,,Multiple,,,,,
2016,10,Minnesota,Food,Norovirus Genogroup II,GII.4 other,Confirmed,Restaurant - Sit-down dining,22,1,22,0,22,salad,,Multiple,,,,,
2016,10,Oklahoma,Food,,,,Caterer (food prepared off-site from where served),47,0,47,0,47,,,,,,,,
2016,8,Virginia,Food,Salmonella enterica,Typhimurium,Confirmed,Unknown,6,0,6,0,6,,,,,,,,
2016,10,Hawaii,Food,Salmonella enterica,Weltevreden,Confirmed,Grocery store,16,4,16,0,16,"seaweed, unspecified",seaweed,Other,,,,,
2016,10,Oregon,Food,Salmonella enterica,Stanley,Confirmed,Private home/residence,13,0,13,0,13,,,,,,,,
2016,10,New Mexico,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,3,2,3,0,3,,,,,,,,
2016,10,Missouri,Food,,,,Banquet Facility (food prepared and served on-site); Grocery store,22,0,22,0,22,,,,,,,,
2016,9,Pennsylvania,Food,Ciguatoxin,,Confirmed,Private home/residence,5,0,5,0,5,barracuda,,Fish,,,,,
2016,10,Wisconsin,Food,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Long-term care/nursing home/assisted living facility,34,0,34,0,34,,,,,,,,
2016,10,Wisconsin,Food,Trichinella unknown; Trichinella,,Confirmed; Suspected,Private home/residence,3,0,3,0,3,"bear, black",bear,Game,,,,,
2016,8,North Carolina,Food,Norovirus,,Confirmed,Religious facility,50,3,50,0,50,,,,,,,,
2016,8,Georgia,Food,,,,Restaurant - Sit-down dining; Grocery store,9,0,9,0,9,,,,,,,,
2016,9,Georgia,Food,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,9,0,9,0,9,"rice, fried rice",rice,Grains-Beans,,,,,
2016,11,Minnesota,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,,0,,0,,,,,,,,
2016,3,Georgia,Food,,,,Banquet Facility (food prepared and served on-site),40,0,40,0,40,,,,,,,,
2016,6,Texas,Food,Campylobacter unknown,,Confirmed,Private home/residence,2,0,0,0,0,"chicken, bbq; beans, unspecified; rice",,Multiple,,,,,
2016,10,Wisconsin,Food,,,,Caterer (food prepared off-site from where served),24,0,24,0,24,"steak, beef tips",,Beef,,,,,
2016,10,Minnesota,Food,Campylobacter coli,,Confirmed,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2016,10,Ohio,Food,Campylobacter jejuni,,Confirmed,Farm/dairy,11,2,11,0,5,"milk, whole milk unpasteurized","milk, whole milk unpasteurized",Dairy,,,,,
2016,10,Florida,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,sushi and sashimi,"fish, tuna; salt; seaweed; sushi rice; sugar, white; vinegar",Multiple,,,,,
2016,10,Georgia,Food,Norovirus unknown,,Suspected,Caterer (food prepared off-site from where served),8,0,8,0,8,,,,,,,,
2016,9,Georgia,Food,Salmonella enterica,Javiana,Confirmed,Religious facility,41,4,41,0,41,"pork, bbq",pork,Pork,,,,,
2016,11,Tennessee,Food,Staphylococcus aureus; Bacillus cereus; Clostridium perfringens,,Confirmed; Confirmed; Confirmed,Private home/residence,48,1,1,0,0,pork,,Pork,,,,,
2016,11,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer (food prepared off-site from where served),87,2,78,0,87,salad,,Multiple,,,,,
2016,9,Michigan,Food,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,3,1,3,0,3,"beef, kibbeh",,Multiple,,,,,
2016,11,Ohio,Food,Sapovirus,,Confirmed,Restaurant - Sit-down dining,15,0,15,0,15,,,,,,,,
2016,11,Ohio,Food,Norovirus Genogroup II,,Confirmed,Unknown,4,0,4,0,4,,,,,,,,
2016,8,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,4,2,4,0,4,"milk, unpasteurized","milk, unpasteurized",Dairy,,,,,
2016,11,Tennessee,Food,Norovirus Genogroup I; Norovirus Genogroup I,GI.7; unknown,Confirmed; Confirmed,Restaurant - Sit-down dining,26,0,26,0,26,coleslaw,,Multiple,,,,,
2016,10,Texas,Food,Salmonella enterica,Sandiego,Confirmed,Private home/residence,50,2,23,0,23,lamb,lamb,Other Meat,,,,,
2016,10,Indiana,Food,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),30,1,17,0,17,taco meat,ground beef,Beef,,,,,
2016,11,Texas,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2016,10,Indiana,Food,,,,Restaurant - Sit-down dining,14,1,14,0,14,,,,,,,,
2016,7,Colorado,Food,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),13,0,13,0,13,,,,,,,,
2016,9,Georgia,Food,Salmonella enterica,Thompson,Confirmed,Restaurant - Sit-down dining,47,6,47,0,47,chicken,,Chicken,,,,,
2016,11,Ohio,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,2,1,2,0,2,"taco, chicken",,Multiple,,,,,
2016,11,Oregon,Food,,,,Private home/residence,2,,2,0,2,crab,crab,Crustaceans,,,,,
2016,10,Florida,Food,Salmonella enterica,Newport,Confirmed,Caterer (food prepared off-site from where served),45,8,45,0,45,"sandwich, hoagie",,Multiple,,,,,
2016,11,Ohio,Food,Norovirus,,Suspected,Unknown,3,0,3,0,3,,,,,,,,
2016,11,Wisconsin,Food,Norovirus Genogroup I,GI.7,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2016,11,Wisconsin,Food,Norovirus Genogroup II,unknown,Suspected,Restaurant - Sit-down dining,20,0,20,0,20,,,,,,,,
2016,1,Indiana,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,18,0,18,0,18,,,,,,,,
2016,11,Minnesota,Food,Norovirus Genogroup II,GII.4 untypeable,Suspected,Restaurant - Buffet,30,0,30,0,30,"cottage cheese, unspecified; honey mustard; sour cream; chicken, buffalo wings",,Multiple,,,,,
2016,11,New York,Food,Clostridium perfringens,,Suspected,Restaurant - Buffet,84,4,84,0,84,gravy,,Multiple,,,,,
2016,11,Minnesota,Food,Norovirus Genogroup II,GII.7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",11,0,11,0,11,,,,,,,,
2016,11,Florida,Food,,,,Restaurant - Sit-down dining,3,0,,0,,,,,,,,,
2016,4,Multistate,Food,Salmonella enterica,Goldcoast,Confirmed,Unknown,12,1,7,0,12,pork,,Pork,,,,,
2016,1,Indiana,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,19,0,12,0,12,,,,,,,,
2016,7,Colorado,Food,Salmonella enterica,Ohio,Confirmed,Restaurant - Sit-down dining,19,0,19,0,19,,,,,,,,
2016,10,Colorado,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,14,1,14,0,14,,,,,,,,
2016,11,Ohio,Food,Norovirus Genogroup I,GI.7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,french fries,,Root/Underground,,,,,
2016,2,West Virginia,Food,Vibrio cholerae,,Confirmed,Unknown,2,1,2,0,2,,,,,,,,
2016,3,West Virginia,Food,,,,,6,0,6,0,6,,,,,,,,
2016,3,West Virginia,Food,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),24,0,24,0,24,"soup, potato",,Multiple,,,,,
